movie_id,title,genres,year,cleaned_title
70,From Dusk Till Dawn (1996),Action|Comedy|Crime|Horror|Thriller,1996,From Dusk Till Dawn
71,Fair Game (1995),Action,1995,Fair Game
72,Kicking and Screaming (1995),Comedy|Drama,1995,Kicking and Screaming
73,"Misérables, Les (1995)",Drama|Musical,1995,"Misérables, Les"
74,Bed of Roses (1996),Drama|Romance,1996,Bed of Roses
75,Big Bully (1996),Comedy|Drama,1996,Big Bully
76,Screamers (1995),Sci-Fi|Thriller,1995,Screamers
77,Nico Icon (1995),Documentary,1995,Nico Icon
78,"Crossing Guard, The (1995)",Drama,1995,"Crossing Guard, The"
79,"Juror, The (1996)",Drama|Thriller,1996,"Juror, The"
80,"White Balloon, The (Badkonake Sefid ) (1995)",Drama,1995,"White Balloon, The (Badkonake Sefid )"
81,Things to Do in Denver when You're Dead (1995),Crime|Drama|Romance,1995,Things to Do in Denver when You're Dead
82,Antonia's Line (Antonia) (1995),Drama,1995,Antonia's Line (Antonia)
83,Once Upon a Time... When We Were Colored (1995),Drama,1995,Once Upon a Time... When We Were Colored
84,Last Summer in the Hamptons (1995),Comedy|Drama,1995,Last Summer in the Hamptons
85,Angels and Insects (1995),Drama|Romance,1995,Angels and Insects
86,White Squall (1996),Adventure|Drama,1996,White Squall
87,Dunston Checks In (1996),Children's|Comedy,1996,Dunston Checks In
88,Black Sheep (1996),Comedy,1996,Black Sheep
89,Nick of Time (1995),Action|Thriller,1995,Nick of Time
90,"Journey of August King, The (1995)",Drama,1995,"Journey of August King, The"
92,Mary Reilly (1996),Drama|Thriller,1996,Mary Reilly
93,Vampire in Brooklyn (1995),Comedy|Romance,1995,Vampire in Brooklyn
94,Beautiful Girls (1996),Drama,1996,Beautiful Girls
95,Broken Arrow (1996),Action|Thriller,1996,Broken Arrow
96,In the Bleak Midwinter (1995),Comedy,1995,In the Bleak Midwinter
97,"Hate (Haine, La) (1995)",Drama,1995,"Hate (Haine, La)"
98,Shopping (1994),Action|Thriller,1994,Shopping
99,Heidi Fleiss: Hollywood Madam (1995),Documentary,1995,Heidi Fleiss: Hollywood Madam
100,City Hall (1996),Drama|Thriller,1996,City Hall
101,Bottle Rocket (1996),Comedy,1996,Bottle Rocket
102,Mr. Wrong (1996),Comedy,1996,Mr. Wrong
103,Unforgettable (1996),Thriller,1996,Unforgettable
104,Happy Gilmore (1996),Comedy,1996,Happy Gilmore
105,"Bridges of Madison County, The (1995)",Drama|Romance,1995,"Bridges of Madison County, The"
106,Nobody Loves Me (Keiner liebt mich) (1994),Comedy|Drama,1994,Nobody Loves Me (Keiner liebt mich)
107,Muppet Treasure Island (1996),Adventure|Children's|Comedy|Musical,1996,Muppet Treasure Island
108,Catwalk (1995),Documentary,1995,Catwalk
109,Headless Body in Topless Bar (1995),Comedy,1995,Headless Body in Topless Bar
110,Braveheart (1995),Action|Drama|War,1995,Braveheart
111,Taxi Driver (1976),Drama|Thriller,1976,Taxi Driver
112,Rumble in the Bronx (1995),Action|Adventure|Crime,1995,Rumble in the Bronx
113,Before and After (1996),Drama|Mystery,1996,Before and After
114,Margaret's Museum (1995),Drama,1995,Margaret's Museum
115,Happiness Is in the Field (1995),Comedy,1995,Happiness Is in the Field
116,Anne Frank Remembered (1995),Documentary,1995,Anne Frank Remembered
117,"Young Poisoner's Handbook, The (1995)",Crime,1995,"Young Poisoner's Handbook, The"
118,If Lucy Fell (1996),Comedy|Romance,1996,If Lucy Fell
119,"Steal Big, Steal Little (1995)",Comedy,1995,"Steal Big, Steal Little"
120,Race the Sun (1996),Drama,1996,Race the Sun
121,"Boys of St. Vincent, The (1993)",Drama,1993,"Boys of St. Vincent, The"
122,Boomerang (1992),Comedy|Romance,1992,Boomerang
123,Chungking Express (1994),Drama|Mystery|Romance,1994,Chungking Express
124,"Star Maker, The (Uomo delle stelle, L') (1995)",Drama,1995,"Star Maker, The (Uomo delle stelle, L')"
125,Flirting With Disaster (1996),Comedy,1996,Flirting With Disaster
126,"NeverEnding Story III, The (1994)",Adventure|Children's|Fantasy,1994,"NeverEnding Story III, The"
127,"Silence of the Palace, The (Saimt el Qusur) (1994)",Drama,1994,"Silence of the Palace, The (Saimt el Qusur)"
128,Jupiter's Wife (1994),Documentary,1994,Jupiter's Wife
129,Pie in the Sky (1995),Comedy|Romance,1995,Pie in the Sky
130,Angela (1995),Drama,1995,Angela
131,Frankie Starlight (1995),Drama|Romance,1995,Frankie Starlight
132,Jade (1995),Thriller,1995,Jade
133,Nueba Yol (1995),Comedy|Drama,1995,Nueba Yol
134,Sonic Outlaws (1995),Documentary,1995,Sonic Outlaws
135,Down Periscope (1996),Comedy,1996,Down Periscope
136,From the Journals of Jean Seberg (1995),Documentary,1995,From the Journals of Jean Seberg
137,Man of the Year (1995),Documentary,1995,Man of the Year
138,"Neon Bible, The (1995)",Drama,1995,"Neon Bible, The"
139,Target (1995),Action|Drama,1995,Target
140,Up Close and Personal (1996),Drama|Romance,1996,Up Close and Personal
141,"Birdcage, The (1996)",Comedy,1996,"Birdcage, The"
142,Shadows (Cienie) (1988),Drama,1988,Shadows (Cienie)
143,Gospa (1995),Drama,1995,Gospa
144,"Brothers McMullen, The (1995)",Comedy,1995,"Brothers McMullen, The"
145,Bad Boys (1995),Action,1995,Bad Boys
146,"Amazing Panda Adventure, The (1995)",Adventure|Children's,1995,"Amazing Panda Adventure, The"
147,"Basketball Diaries, The (1995)",Drama,1995,"Basketball Diaries, The"
148,"Awfully Big Adventure, An (1995)",Drama,1995,"Awfully Big Adventure, An"
149,Amateur (1994),Crime|Drama|Thriller,1994,Amateur
150,Apollo 13 (1995),Drama,1995,Apollo 13
151,Rob Roy (1995),Drama|Romance|War,1995,Rob Roy
152,"Addiction, The (1995)",Horror,1995,"Addiction, The"
153,Batman Forever (1995),Action|Adventure|Comedy|Crime,1995,Batman Forever
154,Belle de jour (1967),Drama,1967,Belle de jour
155,Beyond Rangoon (1995),Drama|War,1995,Beyond Rangoon
156,Blue in the Face (1995),Comedy,1995,Blue in the Face
157,Canadian Bacon (1994),Comedy|War,1994,Canadian Bacon
158,Casper (1995),Adventure|Children's,1995,Casper
159,Clockers (1995),Drama,1995,Clockers
160,Congo (1995),Action|Adventure|Mystery|Sci-Fi,1995,Congo
161,Crimson Tide (1995),Drama|Thriller|War,1995,Crimson Tide
162,Crumb (1994),Documentary,1994,Crumb
163,Desperado (1995),Action|Romance|Thriller,1995,Desperado
164,Devil in a Blue Dress (1995),Crime|Film-Noir|Mystery|Thriller,1995,Devil in a Blue Dress
165,Die Hard: With a Vengeance (1995),Action|Thriller,1995,Die Hard: With a Vengeance
166,"Doom Generation, The (1995)",Comedy|Drama,1995,"Doom Generation, The"
167,Feast of July (1995),Drama,1995,Feast of July
168,First Knight (1995),Action|Adventure|Drama|Romance,1995,First Knight
169,Free Willy 2: The Adventure Home (1995),Adventure|Children's|Drama,1995,Free Willy 2: The Adventure Home
170,Hackers (1995),Action|Crime|Thriller,1995,Hackers
171,Jeffrey (1995),Comedy,1995,Jeffrey
172,Johnny Mnemonic (1995),Action|Sci-Fi|Thriller,1995,Johnny Mnemonic
173,Judge Dredd (1995),Action|Adventure|Sci-Fi,1995,Judge Dredd
174,Jury Duty (1995),Comedy,1995,Jury Duty
175,Kids (1995),Drama,1995,Kids
176,Living in Oblivion (1995),Comedy,1995,Living in Oblivion
177,Lord of Illusions (1995),Horror,1995,Lord of Illusions
178,Love & Human Remains (1993),Comedy,1993,Love & Human Remains
179,Mad Love (1995),Drama|Romance,1995,Mad Love
180,Mallrats (1995),Comedy,1995,Mallrats
181,Mighty Morphin Power Rangers: The Movie (1995),Action|Children's,1995,Mighty Morphin Power Rangers: The Movie
182,Moonlight and Valentino (1995),Drama|Romance,1995,Moonlight and Valentino
183,Mute Witness (1994),Thriller,1994,Mute Witness
184,Nadja (1994),Drama,1994,Nadja
185,"Net, The (1995)",Sci-Fi|Thriller,1995,"Net, The"
186,Nine Months (1995),Comedy,1995,Nine Months
187,Party Girl (1995),Comedy,1995,Party Girl
188,"Prophecy, The (1995)",Horror,1995,"Prophecy, The"
189,Reckless (1995),Comedy,1995,Reckless
190,Safe (1995),Thriller,1995,Safe
191,"Scarlet Letter, The (1995)",Drama,1995,"Scarlet Letter, The"
192,"Show, The (1995)",Documentary,1995,"Show, The"
193,Showgirls (1995),Drama,1995,Showgirls
194,Smoke (1995),Drama,1995,Smoke
195,Something to Talk About (1995),Comedy|Drama|Romance,1995,Something to Talk About
196,Species (1995),Horror|Sci-Fi,1995,Species
197,"Stars Fell on Henrietta, The (1995)",Drama,1995,"Stars Fell on Henrietta, The"
198,Strange Days (1995),Action|Crime|Sci-Fi,1995,Strange Days
199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",Drama|Musical,1964,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les)"
200,"Tie That Binds, The (1995)",Thriller,1995,"Tie That Binds, The"
201,Three Wishes (1995),Drama,1995,Three Wishes
202,Total Eclipse (1995),Drama|Romance,1995,Total Eclipse
203,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",Comedy,1995,"To Wong Foo, Thanks for Everything! Julie Newmar"
204,Under Siege 2: Dark Territory (1995),Action,1995,Under Siege 2: Dark Territory
205,Unstrung Heroes (1995),Comedy|Drama,1995,Unstrung Heroes
206,Unzipped (1995),Documentary,1995,Unzipped
207,"Walk in the Clouds, A (1995)",Drama|Romance,1995,"Walk in the Clouds, A"
208,Waterworld (1995),Action|Adventure,1995,Waterworld
209,White Man's Burden (1995),Drama,1995,White Man's Burden
210,Wild Bill (1995),Western,1995,Wild Bill
211,"Browning Version, The (1994)",Drama,1994,"Browning Version, The"
212,Bushwhacked (1995),Comedy,1995,Bushwhacked
213,Burnt By the Sun (Utomlyonnye solntsem) (1994),Drama,1994,Burnt By the Sun (Utomlyonnye solntsem)
214,Before the Rain (Pred dozhdot) (1994),Drama,1994,Before the Rain (Pred dozhdot)
215,Before Sunrise (1995),Drama|Romance,1995,Before Sunrise
216,Billy Madison (1995),Comedy,1995,Billy Madison
217,"Babysitter, The (1995)",Drama|Thriller,1995,"Babysitter, The"
218,Boys on the Side (1995),Comedy|Drama,1995,Boys on the Side
219,"Cure, The (1995)",Drama,1995,"Cure, The"
220,Castle Freak (1995),Horror,1995,Castle Freak
222,Circle of Friends (1995),Drama|Romance,1995,Circle of Friends
223,Clerks (1994),Comedy,1994,Clerks
224,Don Juan DeMarco (1995),Comedy|Drama|Romance,1995,Don Juan DeMarco
225,Disclosure (1994),Drama|Thriller,1994,Disclosure
226,Dream Man (1995),Thriller,1995,Dream Man
227,Drop Zone (1994),Action,1994,Drop Zone
228,Destiny Turns on the Radio (1995),Comedy,1995,Destiny Turns on the Radio
229,Death and the Maiden (1994),Drama|Thriller,1994,Death and the Maiden
230,Dolores Claiborne (1994),Drama|Thriller,1994,Dolores Claiborne
231,Dumb & Dumber (1994),Comedy,1994,Dumb & Dumber
232,Eat Drink Man Woman (1994),Comedy|Drama,1994,Eat Drink Man Woman
233,Exotica (1994),Drama,1994,Exotica
234,Exit to Eden (1994),Comedy,1994,Exit to Eden
235,Ed Wood (1994),Comedy|Drama,1994,Ed Wood
236,French Kiss (1995),Comedy|Romance,1995,French Kiss
237,Forget Paris (1995),Comedy|Romance,1995,Forget Paris
238,Far From Home: The Adventures of Yellow Dog (1995),Adventure|Children's,1995,Far From Home: The Adventures of Yellow Dog
239,"Goofy Movie, A (1995)",Animation|Children's|Comedy|Romance,1995,"Goofy Movie, A"
240,Hideaway (1995),Thriller,1995,Hideaway
241,Fluke (1995),Children's|Drama,1995,Fluke
242,Farinelli: il castrato (1994),Drama|Musical,1994,Farinelli: il castrato
243,Gordy (1995),Comedy,1995,Gordy
244,Gumby: The Movie (1995),Animation|Children's,1995,Gumby: The Movie
245,"Glass Shield, The (1994)",Crime|Drama,1994,"Glass Shield, The"
246,Hoop Dreams (1994),Documentary,1994,Hoop Dreams
247,Heavenly Creatures (1994),Drama|Fantasy|Romance|Thriller,1994,Heavenly Creatures
248,Houseguest (1994),Comedy,1994,Houseguest
249,Immortal Beloved (1994),Drama|Romance,1994,Immortal Beloved
250,Heavyweights (1994),Children's|Comedy,1994,Heavyweights
251,"Hunted, The (1995)",Action,1995,"Hunted, The"
252,I.Q. (1994),Comedy|Romance,1994,I.Q.
253,Interview with the Vampire (1994),Drama|Horror,1994,Interview with the Vampire
254,Jefferson in Paris (1995),Drama,1995,Jefferson in Paris
255,"Jerky Boys, The (1994)",Comedy,1994,"Jerky Boys, The"
256,Junior (1994),Comedy|Sci-Fi,1994,Junior
257,Just Cause (1995),Mystery|Thriller,1995,Just Cause
258,"Kid in King Arthur's Court, A (1995)",Adventure|Children's|Comedy|Fantasy|Romance,1995,"Kid in King Arthur's Court, A"
259,Kiss of Death (1995),Crime|Drama|Thriller,1995,Kiss of Death
260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Fantasy|Sci-Fi,1977,Star Wars: Episode IV - A New Hope
261,Little Women (1994),Drama,1994,Little Women
262,"Little Princess, A (1995)",Children's|Drama,1995,"Little Princess, A"
263,Ladybird Ladybird (1994),Drama,1994,Ladybird Ladybird
264,"Enfer, L' (1994)",Drama,1994,"Enfer, L'"
265,Like Water for Chocolate (Como agua para chocolate) (1992),Drama|Romance,1992,Like Water for Chocolate (Como agua para chocolate)
266,Legends of the Fall (1994),Drama|Romance|War|Western,1994,Legends of the Fall
267,Major Payne (1994),Comedy,1994,Major Payne
268,Little Odessa (1994),Drama,1994,Little Odessa
269,My Crazy Life (Mi vida loca) (1993),Drama,1993,My Crazy Life (Mi vida loca)
270,Love Affair (1994),Drama|Romance,1994,Love Affair
271,Losing Isaiah (1995),Drama,1995,Losing Isaiah
272,"Madness of King George, The (1994)",Drama,1994,"Madness of King George, The"
273,Mary Shelley's Frankenstein (1994),Drama|Horror,1994,Mary Shelley's Frankenstein
274,Man of the House (1995),Comedy,1995,Man of the House
275,Mixed Nuts (1994),Comedy,1994,Mixed Nuts
276,Milk Money (1994),Comedy|Romance,1994,Milk Money
277,Miracle on 34th Street (1994),Drama,1994,Miracle on 34th Street
278,Miami Rhapsody (1995),Comedy,1995,Miami Rhapsody
279,My Family (1995),Drama,1995,My Family
280,Murder in the First (1995),Drama|Thriller,1995,Murder in the First
281,Nobody's Fool (1994),Drama,1994,Nobody's Fool
282,Nell (1994),Drama,1994,Nell
283,New Jersey Drive (1995),Crime|Drama,1995,New Jersey Drive
284,New York Cop (1996),Action|Crime,1996,New York Cop
285,Beyond Bedlam (1993),Drama|Horror,1993,Beyond Bedlam
286,Nemesis 2: Nebula (1995),Action|Sci-Fi|Thriller,1995,Nemesis 2: Nebula
287,Nina Takes a Lover (1994),Comedy|Romance,1994,Nina Takes a Lover
288,Natural Born Killers (1994),Action|Thriller,1994,Natural Born Killers
289,Only You (1994),Comedy|Romance,1994,Only You
290,Once Were Warriors (1994),Crime|Drama,1994,Once Were Warriors
291,Poison Ivy II (1995),Thriller,1995,Poison Ivy II
292,Outbreak (1995),Action|Drama|Thriller,1995,Outbreak
293,"Professional, The (a.k.a. Leon: The Professional) (1994)",Crime|Drama|Romance|Thriller,1994,"Professional, The (a.k.a. Leon: The Professional)"
294,"Perez Family, The (1995)",Comedy|Romance,1995,"Perez Family, The"
295,"Pyromaniac's Love Story, A (1995)",Comedy|Romance,1995,"Pyromaniac's Love Story, A"
296,Pulp Fiction (1994),Crime|Drama,1994,Pulp Fiction
297,Panther (1995),Drama,1995,Panther
298,Pushing Hands (1992),Comedy,1992,Pushing Hands
299,Priest (1994),Drama,1994,Priest
300,Quiz Show (1994),Drama,1994,Quiz Show
301,Picture Bride (1995),Drama|Romance,1995,Picture Bride
302,Queen Margot (La Reine Margot) (1994),Drama|Romance,1994,Queen Margot (La Reine Margot)
303,"Quick and the Dead, The (1995)",Action|Adventure|Western,1995,"Quick and the Dead, The"
304,Roommates (1995),Comedy|Drama,1995,Roommates
305,Ready to Wear (Pret-A-Porter) (1994),Comedy,1994,Ready to Wear (Pret-A-Porter)
306,Three Colors: Red (1994),Drama,1994,Three Colors: Red
307,Three Colors: Blue (1993),Drama,1993,Three Colors: Blue
308,Three Colors: White (1994),Drama,1994,Three Colors: White
309,"Red Firecracker, Green Firecracker (1994)",Drama,1994,"Red Firecracker, Green Firecracker"
310,Rent-a-Kid (1995),Comedy,1995,Rent-a-Kid
311,Relative Fear (1994),Horror|Thriller,1994,Relative Fear
312,Stuart Saves His Family (1995),Comedy,1995,Stuart Saves His Family
313,"Swan Princess, The (1994)",Animation|Children's,1994,"Swan Princess, The"
314,"Secret of Roan Inish, The (1994)",Drama,1994,"Secret of Roan Inish, The"
315,"Specialist, The (1994)",Action,1994,"Specialist, The"
316,Stargate (1994),Action|Adventure|Sci-Fi,1994,Stargate
317,"Santa Clause, The (1994)",Children's|Comedy|Fantasy,1994,"Santa Clause, The"
318,"Shawshank Redemption, The (1994)",Drama,1994,"Shawshank Redemption, The"
319,Shallow Grave (1994),Thriller,1994,Shallow Grave
320,Suture (1993),Film-Noir|Thriller,1993,Suture
321,Strawberry and Chocolate (Fresa y chocolate) (1993),Drama,1993,Strawberry and Chocolate (Fresa y chocolate)
322,Swimming with Sharks (1995),Comedy|Drama,1995,Swimming with Sharks
324,"Sum of Us, The (1994)",Comedy,1994,"Sum of Us, The"
325,National Lampoon's Senior Trip (1995),Comedy,1995,National Lampoon's Senior Trip
326,To Live (Huozhe) (1994),Drama,1994,To Live (Huozhe)
327,Tank Girl (1995),Action|Comedy|Musical|Sci-Fi,1995,Tank Girl
328,Tales From the Crypt Presents: Demon Knight (1995),Horror,1995,Tales From the Crypt Presents: Demon Knight
329,Star Trek: Generations (1994),Action|Adventure|Sci-Fi,1994,Star Trek: Generations
330,Tales from the Hood (1995),Comedy|Horror,1995,Tales from the Hood
331,Tom & Viv (1994),Drama,1994,Tom & Viv
332,Village of the Damned (1995),Horror|Sci-Fi,1995,Village of the Damned
333,Tommy Boy (1995),Comedy,1995,Tommy Boy
334,Vanya on 42nd Street (1994),Drama,1994,Vanya on 42nd Street
335,"Underneath, The (1995)",Mystery|Thriller,1995,"Underneath, The"
336,"Walking Dead, The (1995)",Drama|War,1995,"Walking Dead, The"
337,What's Eating Gilbert Grape (1993),Drama,1993,What's Eating Gilbert Grape
338,Virtuosity (1995),Sci-Fi|Thriller,1995,Virtuosity
339,While You Were Sleeping (1995),Comedy|Romance,1995,While You Were Sleeping
340,"War, The (1994)",Adventure|Drama,1994,"War, The"
341,Double Happiness (1994),Drama,1994,Double Happiness
342,Muriel's Wedding (1994),Comedy|Romance,1994,Muriel's Wedding
343,"Baby-Sitters Club, The (1995)",Children's,1995,"Baby-Sitters Club, The"
344,Ace Ventura: Pet Detective (1994),Comedy,1994,Ace Ventura: Pet Detective
345,"Adventures of Priscilla, Queen of the Desert, The (1994)",Comedy|Drama,1994,"Adventures of Priscilla, Queen of the Desert, The"
346,Backbeat (1993),Drama|Musical,1993,Backbeat
347,Bitter Moon (1992),Drama,1992,Bitter Moon
348,Bullets Over Broadway (1994),Comedy,1994,Bullets Over Broadway
349,Clear and Present Danger (1994),Action|Adventure|Thriller,1994,Clear and Present Danger
350,"Client, The (1994)",Drama|Mystery|Thriller,1994,"Client, The"
351,"Corrina, Corrina (1994)",Comedy|Drama|Romance,1994,"Corrina, Corrina"
352,Crooklyn (1994),Comedy,1994,Crooklyn
353,"Crow, The (1994)",Action|Romance|Thriller,1994,"Crow, The"
354,Cobb (1994),Drama,1994,Cobb
355,"Flintstones, The (1994)",Children's|Comedy,1994,"Flintstones, The"
356,Forrest Gump (1994),Comedy|Romance|War,1994,Forrest Gump
357,Four Weddings and a Funeral (1994),Comedy|Romance,1994,Four Weddings and a Funeral
358,Higher Learning (1995),Drama,1995,Higher Learning
359,I Like It Like That (1994),Comedy|Drama|Romance,1994,I Like It Like That
360,I Love Trouble (1994),Action|Comedy,1994,I Love Trouble
361,It Could Happen to You (1994),Drama|Romance,1994,It Could Happen to You
362,"Jungle Book, The (1994)",Adventure|Children's|Romance,1994,"Jungle Book, The"
363,"Wonderful, Horrible Life of Leni Riefenstahl, The (Die Macht der Bilder) (1993)",Documentary,1993,"Wonderful, Horrible Life of Leni Riefenstahl, The (Die Macht der Bilder)"
364,"Lion King, The (1994)",Animation|Children's|Musical,1994,"Lion King, The"
365,Little Buddha (1993),Drama,1993,Little Buddha
366,Wes Craven's New Nightmare (1994),Horror,1994,Wes Craven's New Nightmare
367,"Mask, The (1994)",Comedy|Crime|Fantasy,1994,"Mask, The"
368,Maverick (1994),Action|Comedy|Western,1994,Maverick
369,Mrs. Parker and the Vicious Circle (1994),Drama,1994,Mrs. Parker and the Vicious Circle
370,Naked Gun 33 1/3: The Final Insult (1994),Comedy,1994,Naked Gun 33 1/3: The Final Insult
371,"Paper, The (1994)",Comedy|Drama,1994,"Paper, The"
372,Reality Bites (1994),Comedy|Drama,1994,Reality Bites
373,Red Rock West (1992),Thriller,1992,Red Rock West
374,Richie Rich (1994),Children's|Comedy,1994,Richie Rich
375,Safe Passage (1994),Drama,1994,Safe Passage
376,"River Wild, The (1994)",Action|Thriller,1994,"River Wild, The"
377,Speed (1994),Action|Romance|Thriller,1994,Speed
378,Speechless (1994),Comedy|Romance,1994,Speechless
379,Timecop (1994),Action|Sci-Fi,1994,Timecop
380,True Lies (1994),Action|Adventure|Comedy|Romance,1994,True Lies
381,When a Man Loves a Woman (1994),Drama,1994,When a Man Loves a Woman
382,Wolf (1994),Drama|Horror,1994,Wolf
383,Wyatt Earp (1994),Western,1994,Wyatt Earp
384,Bad Company (1995),Action,1995,Bad Company
385,"Man of No Importance, A (1994)",Drama,1994,"Man of No Importance, A"
386,S.F.W. (1994),Drama,1994,S.F.W.
387,"Low Down Dirty Shame, A (1994)",Action|Comedy,1994,"Low Down Dirty Shame, A"
388,Boys Life (1995),Drama,1995,Boys Life
389,"Colonel Chabert, Le (1994)",Drama|Romance|War,1994,"Colonel Chabert, Le"
390,Faster Pussycat! Kill! Kill! (1965),Action|Comedy|Drama,1965,Faster Pussycat! Kill! Kill!
391,Jason's Lyric (1994),Crime|Drama,1994,Jason's Lyric
392,"Secret Adventures of Tom Thumb, The (1993)",Adventure|Children's,1993,"Secret Adventures of Tom Thumb, The"
393,Street Fighter (1994),Action,1994,Street Fighter
394,Coldblooded (1995),Action,1995,Coldblooded
395,Desert Winds (1995),Drama,1995,Desert Winds
396,Fall Time (1995),Drama,1995,Fall Time
397,"Fear, The (1995)",Horror,1995,"Fear, The"
398,Frank and Ollie (1995),Documentary,1995,Frank and Ollie
399,Girl in the Cadillac (1995),Drama,1995,Girl in the Cadillac
400,Homage (1995),Drama,1995,Homage
401,Mirage (1995),Action|Thriller,1995,Mirage
402,Open Season (1996),Comedy,1996,Open Season
403,Two Crimes (1995),Comedy|Crime|Drama,1995,Two Crimes
404,Brother Minister: The Assassination of Malcolm X (1994),Documentary,1994,Brother Minister: The Assassination of Malcolm X
